file_name,annotation_id,x1,y1,x2,y2
images\16/473321af-00b5cee937f6518d.png,0,0.0,0.0,714.6567717996285,720.0
images\16/9f5089ec-00cd78afd11ade07.png,1,0.0,90.834879406308,665.231910946196,719.9999999999997
images\16/4e80b681-0abbf44739631158.png,2,69.46196660482377,32.05936920222635,720.0,719.9999999999998
images\16/77b7ac32-0b0e95c13052e55a.png,3,81.48423005565853,490.2411873840436,332.615955473098,635.8441558441548
images\16/77b7ac32-0b0e95c13052e55a.png,4,407.42115027829254,408.7569573283861,633.1725417439703,530.3153988868271
images\16/ad3e4379-0b06ffc5939d78d7.png,5,25.380333951762523,180.33395176252318,639.8515769944335,649.2022263450833
images\16/2279b19f-0b7cf001d8ae0a69.png,6,0.0,0.0,719.9999999999991,720.0
images\16/afd5b817-0c47716905faf00c.png,7,50.760667903524975,41.410018552875755,687.9406307977735,595.7699443413726
images\16/6fb869c6-0d1c6099085d6831.png,8,24.044526901669727,42.74582560296848,719.9999999999995,719.9999999999999
images\16/105962fe-04cc2b3ca574f369.png,9,180.33395176252324,108.2003710575137,523.6363636363642,622.4860853432272
images\16/fd979f23-5aff1394039850d8.png,10,146.9387755102043,145.60296846011127,528.9795918367348,635.8441558441559
images\16/18bce968-6.png,11,0.0,156.28942486085347,301.8923933209643,719.9999999999997
images\16/18bce968-6.png,12,304.5640074211501,169.647495361781,719.9999999999998,718.664192949907
images\16/2508ed0f-6ba7518939023e44.png,13,162.9684601113173,241.78107606679023,520.964749536178,719.9999999999997
images\16/476e587f-6bc45c216388e7b4.png,14,0.0,58.77551020408161,720.0000000000001,719.9999999999997
images\16/3b954b9c-6e496a87a936f6a0.png,15,28.051948051948052,0.0,693.2838589981444,705.3061224489796
images\16/3b4e5a2c-07e2a3b539c894cf.png,16,5.3432282003710565,94.84230055658631,715.9925788497218,720.0
images\16/d1fce1d8-7d5a5a019f87cdf5.png,17,5.343228200371059,8.014842300556586,542.3376623376624,654.5454545454544
images\16/1fa98115-7f77013c0fd0f881.png,18,10.686456400742113,2.6716141001855283,720.0,719.9999999999999
images\16/2768bd4a-08c180983bd4dfa9.png,19,0.0,53.43228200371034,482.22634508348807,720.0
images\16/1437118e-8fe12c192eae059e.png,20,102.85714285714288,0.0,719.9999999999995,720.0000000000001
images\16/80b9cb85-9.png,21,273.8404452690166,0.0,567.7179962894244,719.999999999999
images\16/b4796849-10.png,22,22.708719851576987,0.0,690.612244897959,719.999999999999
images\16/385c1c91-11.png,23,104.19294990723554,22.708719851577,631.8367346938768,720.0
images\16/19ca3937-12.png,24,154.9536178107607,0.0,665.2319109461964,720.0000000000001
images\16/d0cc2331-13d8fd5b23fbaa29.png,25,249.79591836734681,236.4378478664192,506.270871985158,486.23376623376674
images\16/e6348d3f-16.png,26,1.3358070500927641,201.70686456400716,720.0000000000003,719.9999999999993
images\16/06918d4c-17.png,27,106.86456400742108,253.80333951762535,344.6382189239332,699.9628942486074
images\16/06918d4c-17.png,28,347.30983302411727,17.365491651205865,629.1651205936907,655.8812615955474
images\16/66cab51f-18.png,29,0.0,34.73098330241188,719.9999999999994,719.9999999999999
images\16/b6ff88c0-19dd20000edee77f.png,30,53.43228200371043,54.76808905380336,637.1799628942466,702.6345083487944
images\16/a8f2f4c4-21.png,31,114.87940630797773,1.3358070500927655,547.6808905380335,719.9999999999998
images\16/7f5887d4-22.png,32,8.014842300556587,74.80519480519477,705.3061224489791,720.0
images\16/27459109-24.png,33,8.014842300556587,22.708719851577,711.9851576994434,719.9999999999997
images\16/f6beb232-27.png,34,12.022263450834863,112.20779220779221,719.9999999999991,719.9999999999995
images\16/a3df4f0a-30ab3272f0aee63a.png,35,0.0,0.0,705.3061224489793,711.9851576994432
images\16/8d40cb0e-34.png,36,0.0,292.5417439703151,362.003710575139,671.9109461966596
images\16/8d40cb0e-34.png,37,470.20408163265296,283.19109461966525,711.9851576994422,641.1873840445264
images\16/67a7f15d-36.png,38,0.0,89.49907235621521,690.6122448979592,720.0
images\16/739e3b5a-45.png,39,14.693877551020389,78.81261595547308,711.9851576994436,707.9777365491643
images\16/9c422d81-46.png,40,10.686456400742113,181.66975881261595,702.6345083487943,658.5528756957326
images\16/4dca27dd-48.png,41,6.67903525046384,34.73098330241185,719.9999999999998,631.8367346938772
images\16/4bfbe0b7-049e6389e2d561dd.png,42,13.358070500927647,153.6178107606679,240.4452690166975,456.8460111317251
