file_name,annotation_id,x1,y1,x2,y2
images\9/937f8323-1.png,0,58.695652173913004,43.04347826086961,683.4782608695651,686.0869565217389
images\9/32ae1c2d-3.png,1,0.0,71.73913043478258,719.9999999999994,718.9565177585762
images\9/2e26ed17-4.png,2,0.0,60.260865584663726,695.2173913043479,644.3478260869565
images\9/79036172-5.png,3,71.73913043478261,3.913043478260868,620.8695652173916,720.0000000000001
images\9/f95b7cdf-6.png,4,2.608695652173913,3.913043478260858,720.0,708.2608695652174
images\9/f0e6df9c-7.png,5,14.347826086956518,50.8695652173913,720.0,720.0
images\9/91db9347-9.png,6,161.7391304347826,71.73913043478261,589.5652173913043,639.1304347826087
images\9/924b8b43-11.png,7,39.130434782608695,27.391304347826093,692.608695652174,650.8695652173914
images\9/2d7432c4-12.png,8,66.52173913043477,28.695652173913054,719.9999999999998,698.0869525411855
images\9/ad8b336e-13.png,9,74.34782608695653,96.52173913043485,717.3913043478258,533.4782608695651
images\9/fa6c6797-14.png,10,7.826086956521742,11.739130434782606,640.434782608696,718.6956521739129
images\9/b0713907-15.png,11,5.217391304347818,103.04347826086955,507.391304347826,720.0
images\9/f4d6f28f-16.png,12,41.73913043478261,1.3043478260869565,699.1304347826085,720.0
images\9/4eb30df2-17.png,13,24.782608695652176,1.3043478260869565,615.6521739130434,717.3913043478262
images\9/b209ad12-20.png,14,36.521739130434774,0.0,691.3043478260869,718.6956521739132
images\9/70d95204-21.png,15,0.0,141.130430802055,720.0,632.6086956521731
images\9/ee83b2a6-22.png,16,148.69565217391303,37.826086956521756,558.2608695652178,712.1739130434787
images\9/4f4ed2df-23.png,17,18.26086956521739,5.217391304347826,680.8695652173913,697.8260869565217
images\9/8dd385f8-24.png,18,179.99999999999997,0.0,526.9565217391303,719.9999999999999
images\9/264d463c-27.png,19,39.130434782608695,1.3043478260869565,701.7391304347826,720.0
images\9/72138545-33.png,20,130.43478260869549,13.04347826086957,716.0869565217387,706.9565217391303
images\9/1f6f2f19-34.png,21,148.69565217391303,37.82608695652172,594.782608695652,719.9999999999997
images\9/d53d05dc-35.png,22,15.652173913043503,100.43478260869563,720.0000000000001,718.9565177585765
images\9/6c29684e-36.png,23,5.217391304347826,35.21739130434781,720.0,704.3478260869562
images\9/217e1097-39.png,24,87.39130434782606,96.5217391304347,719.9999999999998,719.9999999999995
images\9/4162d026-40.png,25,96.52173913043472,84.78260869565219,645.6521739130433,719.9999999999998
images\9/3d43bf7c-41.png,26,66.52173913043475,58.695652173913025,719.9999999999998,679.826082975968
images\9/16ab59bb-47.png,27,140.8695652173913,48.260869565217405,633.913043478261,639.1304347826086
images\9/92d4b383-49.png,28,404.3478260869566,103.04347826086956,622.1739130434784,414.7826086956522
